"id","codbarras","nome","preco_venda"
782,"7825",C.BOV.FIGADO RESF.,"15,95"
783,"7832",C.BOV.FILE MIG.KG CONG.,"49,9"
784,"7849",C.BOV.LINGUA RESF.,"14,9"
785,"7856",C.BOV.LOMBO KG (AR) CONG.,"39,9"
786,"7863",C.BOV.MAMINHA KG CONG.,"44,9"
787,"7870",C.BOV.COXAO MOLE KG CONG.,"34,9"
788,"7887",C.BOV.MUSCULO KG (AR) CONG.,"25,9"
789,"7894",C.BOV.PALETA KG  CONG.,"29,9"
790,"7900",C.BOV.PATINHO KG CONG.,"34,9"
791,"7917",C.BOV.PEITO KG  CONG.,"33,9"
792,"7924",C.BOV.PICANHA CONG.,"49,9"
793,"7931",C.BOV.RABO CONG.(AR),"15,9"
794,"7948",C.BOV.TATU CONG.,"31,9"
796,"7962",C.SUI.SERRO NEVES CONGELADO 2KG,"9,95"
798,"7986",C.SUI.PALETA OSSO E PELE RESF.FRIM,"13,95"
801,"7896022203245",BOLINHO RENATA 160G CHOC.CHOCO,"3,99"
802,"8020",PAO DE BATATA 1UN,"4,5"
804,"7891000094716",PANETONE NESTLE 500G ALPINO B,"23,9"
807,"7890875163961",SAND.HOT WHEELS TYRE 17/24,"21,5"
808,"7890875163398",SAND.HOT WHEELS TYRE 23/34.,"25,9"
813,"8136",MIRTILO BANDEJA 1UN,"19,9"
814,"8143",C.BOV.MOIDA COXAO MOLE (AR) KG,"34,9"
815,"8150",C.BOV.MOIDA ACEM KG,"29,5"
816,"8167",C.BOV.MOIDA MÚSCULO MOLE KG ),"25,9"
817,"8174",SALGADINHO FRITO RISOLES COXINHA KG,"18,9"
818,"7896339401266",PANETONE WENDTONE 400G GOT.CHOCO.,"12,98"
819,"8198",SALGADINHO ASSADO COQUETEL,"29,9"
821,"7896339401259",PANETONE WENDTONE 400G FRUTAS,"12,98"
822,"7896022203184",BOLO RENATA 40G CHOCO/CHOCO,"1,19"
823,"7896022203207",BOLO RENATA 40G BAUNILHA/CHOCO,"0,95"
825,"7896022202392",BOLO RENATA 250G FRUTAS,"5,95"
840,"7896066302102",PAO WICKBOLD BISNAGA TN.INTEG 300GR,"7,95"
843,"8433",PAO DOCE KG,"10,9"
848,"8488",PAO DOCE JD CANELINHA KG,"10,9"
850,"8501",CEBOLA MIUDA KG,"1,99"
851,"8518",BOLO MINATTO AVEIA KG,"36,9"
852,"8525",PAO HOTDOG JD KG,"9,9"
854,"8549",PAO MINATTO KG INTEGRAL QUINOA,"25,9"
855,"8556",ALFACE AMERICANA LISA 1UN,"2,99"
856,"8563",ALFACE DEDINHO DE MOCA 1UN,"2,99"
857,"8570",PAO MINATTO CENOURA KG,"8,9"
860,"8600",PAO MINATTO C/SALSICHA KG,"27,9"
861,"8617",SONHO MINATTO AMERICANO KG,"13,5"
862,"8624",ROSCA DONUTS MINATTO KG,"14,9"
863,"8631",CROISSANT MINATTO FRANGO KG,"20,9"
864,"8648",CENTOPEIA MINATTO KG,"22,9"
865,"7898944057067",GALINHA BAND.FRAGNANI COXA/PEIT 1KG,"12,95"
866,"7893000290259",SALAME SADIA ITALIANO FATIADO 100GR,"9,99"
867,"8679",C.BOV.CHARQUE KG,"9,95"
868,"8686",FOLHADO PRESUNTO E QUEIJO 1UN,"4"
869,"8693",EMPADA MINATTO FRANGO KG,"35,9"
870,"8709",PAO HAMBURGUER JD KG,"14,9"
873,"8730",MELAO VERDE SAPO KG,"3,99"
877,"7897173093600",BOLINHO T.MONICA 40G CENOURA,"1,99"
878,"8785",CAVACO FOFO MINATTO KG,"19,9"
879,"8792",CUCA ALEMA MINATTO MACA KG,"22,9"
880,"8808",BOLO MINATTO KG TAPIOCA,"14,9"
881,"8815",PAO DOCE JD CREME FERRADURA KG,"10,9"
883,"8839",BOLO MINATTO MILHO CREMOSO KG,"19,9"
894,"7898926730032",LARANJA EMBALADA,"8,99"
947,"9478",MORANGO EXTRA BANDEJA 1UN,"7,99"
950,"9508",C.BOV.BIFE ALCATRA KG RESFR.,"40,9"
951,"9515",C.BOV.BIFE LOMBO KG RESFR.,"44,9"
952,"9522",C.BOV.BIFE COXAO FORA KG RESFR.,"32,9"
953,"9539",C.BOV.BIFE COXA MOLE KG RESFR.,"35,9"
954,"9546",C.BOV.BIFE PATINHO KG (AR)RESFR.,"35,9"
955,"9553",C.BOV.BIFE PALETA KG (AR)RESFR.,"38,9"
956,"9560",C.BOV.BIFE ACEM KG RESFR.,"38,9"
957,"7896011125640",PANETONE PARATI CHOCOLATE 450GR,"18,98"
959,"7897436006743",PANETONE ITALY 400G FRUTAS,"7,59"
961,"9614",C.SUI.JOELHO CONG.KG,"10,9"
967,"7898903537890",MORTADELA FRIGONEVES 1KG,"9,95"
968,"9683",SALGADO FRITO KIBE KG,"29,9"
969,"7896438150300",PANETONE FESTTONE 400G CHOCOLATE,"7,95"
970,"9706",CAIXA CERVEJA 300ML C/23 S/CASCO,"35"
972,"7896301073361",DVD-RW EMTEC,"5,49"
975,"7891115000022","CAIXA PLASVALE RETANGULAR 3,5L","17,9"
978,"9782",PAO MINATTO KG INTEGRAL CASTANHA,"12,95"
980,"9805",PASTEL MINATTO PIZZA KG,"27"
981,"9812",MASSA BASE PASTEL KG,"0"
983,"9836",PAPEL KRAFT,"18,9"
984,"9843",C.BOV.MOIDA PATINHO (AR),"34,9"
985,"9850",C.BOV.MOIDA PALETA KG,"29,9"
986,"9867",PASTEL MINATTO PRES/QUEIJO KG,"27"
987,"9874",C.BOV.MOIDA AGULHA,"25,9"
988,"9881",C.BOV.MOIDA COXÃO FORA,"31,9"
990,"7896002300377",PAO NUTRELLA FRUTA GRAO CAST. 550GR,"13,49"
992,"7898568550289",FILE PEIXE TIA MARIA 800G TILAPIA,"29,9"
996,"7896066301297",PAO WICKBOLD CASTANHA&QUINOA 400GR,"13,95"
997,"9973",CUCA ALEMA MINATTO BANANA KG,"22,9"
998,"9980",CUCA ALEMA MINATTO GOIABADA KG,"19,9"
999,"9997",CUCA ALEMA MINATTO PESSEGO KG,"22,9"
1000,"10009",CUCA ALEMA MINATTO ABACAXI KG,"22,9"
1001,"10016",PAO MINATTO ITALIANINHO KG,"29,9"
1002,"10023",BOLO MINATTO MULTIGRAOS CUCA,"14,9"
1003,"10030",BOLO MINATTO MULTIGRAOS BANANA,"28,9"
1004,"10047",PASTEL MINATTO FRANGO KG,"27"
1007,"7898232820021",OVOS GALINHA GUTE DUZIA 12UN,"6,99"
1010,"7898016602379",OVOS COLONIAL LEMBECK DZ. 12UN,"6,98"
1015,"10153",QUEIJO BELPAIS KG PARMESAO CUNHA,"36,9"
1017,"7891000099872",PANETONE NESTLE 550G ALPINO GATEAU,"27,9"
1018,"7891193012016",PAO SEVEN B.PREMIUN 12GRAOS 450GR,"11,95"
1019,"7891193012030",PAO SEVEN B.INT.CAST/NOZES 450GR,"13,95"
1020,"7891193011132",PAO SEVEN B.INTEGRAL 300G TRIGO LI,"6,49"
1021,"7891193011187",PAO SEVEN B.INTEGRAL 450G CENTEIO,"11,95"
1022,"7891193011194",PAO SEVEN B.INTEGRAL 450G TRIGO LI,"11,95"
1023,"7891193011170",PAO SEVEN B.INTEGRAL 450G PRETO,"11,95"
1025,"7891193010173",PAO SEVEN B.BENEFICE 7GRAOLIG 350GR,"9,95"
1026,"7891193010180",PAO SEVEN B.BENEFICE 7GRAOS 400GR,"9,95"
1027,"7891193010302",PAO SEVEN B.SAND.INTEGRAL 450GR,"8,95"
1028,"7891193010203",PAO SEVEN B.SAND.500G MANTEIGA,"5,99"
1029,"7891193010081",PAO SEVEN B.SAND.LEITE 450GR,"6,99"
1030,"7891193010319",PAO SEVEN B.BISNAG.300G VITAMINA,"6,95"
1031,"7891193010012",PAO SEVEN B.BISNAG.ORIGINAL 300GR,"6,95"
1032,"7891193010234",PAO SEVEN B.BISNAG.300G INTEGRAL,"5,99"
1033,"7891193010074",PAO SEVEN B.SAND.FORMA 450GR,"6,99"
1035,"10351",ROSCA MINATTO POLVILHO CORUJA KG,"16,5"
1036,"10368",MELANCIA CORTADA KG,"1,99"
1037,"7891193011101",PAO SEVEN B.INTEGRAL 450G QUIN.GIR,"11,95"
1038,"10382",QUEIJO VENEZA KG PRATO COLONIAL IN,"25"
1041,"10412",FR.ALMO.COXA KG,"7,99"
1043,"7897186083216",RALO INOX PIA WESTERN C/2UN RL-15,"7,9"
1044,"7891193010036",PAO SEVEN B.FOFINHO 300GR,"7,95"
1049,"10498",SALAMINHO SEARA KG,"69,95"
1050,"7896011105864",PANET.COLOMBA PARATI 450G CHOCOLA,"9,99"
1051,"10511",SONHO MINATTO LEITE NINHO KG,"38,9"
1052,"7891962000176",PANET.COLOMBA BAUDUCCO 500G CHOCOL,"13,9"
1054,"7891193011118",PAO SEVEN B.INTEGRAL 300G CENTEIO ,"6,49"
1055,"7896022203092",BOLO RENATA 300G LEITE CONDENSADO,"6,95"
1057,"10573",BOLO MINATTO COCO COBERTO KG,"21,9"
1058,"10580",BOLINHO DE FRANGO UN,"2,75"
1060,"10603",PIZZA MINATTO MISTA CALABRESA KG,"27,9"
1061,"10610",ROCAMBOLE MINATTO COCO KG,"26,9"
1062,"10627",ROCAMBOLE MINATTO CHOCOLATE KG,"26,9"
1065,"10658",PAO MINATTO BAURU KG,"36,9"
1066,"10665",CROISSANT MINATTO PRES.QUEIJO KG,"20,9"
1067,"10672",CROISSANT CHOCOLATE KG,"27,9"
1068,"10689",FOLHADO SALGADO PRES.QUEIJO KG,"24,9"
1069,"10696",PAO MILHO LENE KG,"10,5"
1073,"10733",SUSPIRO MINATTO KG,"34,9"
1074,"7898908794267",LINGUICA FRIOSZEN 1KG TOSCANA,"12,95"
1075,"7899739224947",BRINQ.PESCARIA ISSAM,"32,9"
1077,"10771",TORTA MINATTO LEGUMES FIT KG,"39,9"
1081,"7894904727483",SOBRECOXA SEARA ASSA FACIL 800G,"9,99"
1083,"10832",PAD.EMB.CRISTAL RET.ROCAMBOLE H-10,"1"
1084,"10849",PAD.EMB.CRISTAL RET.ROCAMBOLE H-13,"1"
1085,"10856",PAD.EMB.CRISTAL RET.ROCAMBOLE H-18,"1"
1086,"10863",PAD.EMB.CRISTAL RET.ROCAMBOLE H-20,"1"
1087,"10870",PAD.EMB.MPR CRISTAL CONF.MED.H-32,"1"
1088,"10887",PAD.EMB.MPR CRISTAL CONF.MED.H-56,"2"
1089,"10894",PAD.EMB.APR CRISTAL CONF.ALTA H-56,"2"
1090,"10900",PAD.EMB.MPR CRISTAL CONF.MED.H-60,"2"
1091,"10917",PAD.EMB.MPR CRISTAL CONF.MED.H-63,"1"
1092,"10924",PAD.EMB.MPR CRISTAL CONF.MED.H-70,"5"
1093,"10931",BISC.MINATTO AMENDOIM KG,"32,9"
1094,"10948",C.BOV.DESPOJOS BOVINO,"0,08"
1095,"10955",BISC.MINATTO MILHO KG,"20,9"
1097,"10979",PADARIA ABOBRINHA KG,"0"
1099,"10993",BISC.MINATTO SPRITS KG,"29,9"
1100,"11006",MASSA MINATTO P/BAU/DOG/SALS/B KG,"15,9"
1101,"11013",MASSA MINATTO P/CROISSANT KG,"15,9"
1103,"11037",MASSA MINATTO P/BRIOCHE KG,"15,9"
1104,"11044",PASTEL MINATTO CARNE KG,"27"
1105,"11051",PADARIA MANTEIGA BLOEMER KG,"25,9"
1106,"11068",MASSA MINATTO P/CHANDELE KG,"15,9"
1107,"11075",MASSA MINATTO P/CREME BRANCO KG,"15,9"
1108,"11082",MASSA MINATTO P/COCO COZIDO KG,"15,9"
1109,"11099",MASSA MINATTO P/FAROFA KG,"0"
1110,"11105",MASSA MINATTO P/ESFIHA KG,"0"
1111,"11112",BOLO MINATTO PAO DE MEL,"22,9"
1112,"11129",BOLO MINATTO YOGURT KG,"29,9"
1113,"11136",BOLO MINATTO AMARO KG,"36,9"
1114,"11143",MASSA MINATTO PAO LO ESDEL KG,"15,9"
1115,"11150",MASSA MINATTO PAO LO CHOC ESDE KG,"15,9"
1118,"11181",TORTA MINATTO TRUFADA KG,"23"
1119,"11198",TORTA MINATTO TRUFADA DUO KG,"23"
1120,"11204",TORTA MINATTO TRUFADA BRANCA KG,"23"
1121,"11211",MASSA MINATTO CROCANTE NOZES KG,"0"
1122,"11228",MASSA MINATTO RECHEIO TRUFAD KG,"0"
1123,"11235",MASSA MINATTO RECHEIO TRUFADO KG,"0"
1125,"11259",BOLO MINATTO XODO DA VOVO,"23,9"
1126,"11266",BOLO MINATTO MARACUJA KG,"14,9"
1127,"11273",MASSA MINATTO CREME CONFEI.PAO KG,"15,9"
1131,"7896066301778",PAO WICKBOLD FORMA INTEGRAL 500GR,"8,99"
1133,"11334",C.BOV.CUPIM KG RESFR.,"18,9"
1136,"11365",C.SUI.CARRE FRIGONEVES CONGELADO KG,"16,9"
1137,"11372",C.SUI.COSTELA FRIGONEVES RESF.KG,"21,9"
1138,"11389",C.SUI.COSTELA FRIGONEVES CONG.KG,"21,9"
1139,"11396",C.SUI.LOMBO FRIGONEVES RESFRIADO KG,"19,9"
1140,"11402",C.SUI.LOMBO FRIGONEVES CONGELADO KG,"19,9"
1142,"11426",C.SUI.PALETA OSSO E PELE CONG.NEVE,"13,95"
1143,"11433",C.SUI.PERNIL C/OSSO COURO NEVES KG,"15,95"
1147,"11471",C.BOV.VAZIO KG (BARRIGUEIRA) RESFR,"19,9"
1151,"11518",PIMENTA ARDIDA BANDEJA,"4"
1152,"11525",CAVACO MINATTO S/LACTOSE KG,"23,9"
1153,"11532",QUEIJO SULFRIOS COLONIAL S/LAC KG,"55,95"
1155,"11556",PAO MINATTO PANETTONE FRUTAS KG,"28,9"
1156,"11563",PAO MINATTO PANETTONE CHOCOLATE KG,"29,9"
1157,"11570",PAO MINATTO PACOCA MOIDA,"10,9"
1158,"11587",PAO MINATTO CERVEJINHA,"11,5"
1160,"11600",BOLO MINATTO TOUCINHO CEU KG,"38,9"
1161,"11617",EMBALAGEM CX BOMBOM,"0,4"
1162,"7896339401280",PANETONE WENDTONE S/LACTOSE 400GR,"18,98"
1163,"11631",MASSA MINATTO P/PAO SALGADA KG,"0"
1164,"11648",MASSA MINATTO P/PAO DOCE KG,"6,9"
1166,"11662",BOLO MINATTO PAO DE LO CONGELADO KG,"14,9"
1167,"11679",PAD.EMB.MPR CRISTAL CONF.BAI.H-32,"0,7"
1168,"11686",PAD.EMB.MPR CRISTAL CONF.ALT.H-60,"0"
1169,"11693",COPO LIXO MINATTO MARACUJA KG,"34,9"
1170,"11709",BOLO PUDIM LEITE MINATTO,"31,9"
1171,"7894904197729",COXA SEARA 1KG,"7,95"
1172,"11723",BOLO MINATTO BOLO/PUDIM LEITE KG,"13,9"
1173,"11730",PADARIA FERMENTO FRESCO KG,"0"
1174,"11747",PASTEL MINATTO CARNE OVOS KG,"27"
1175,"11754",PADARIA AVEIA KG,"0"
1176,"7898963276197",FILE PESCADINHA PESCE NOBILE 400GR,"13,95"
1177,"7898930920559",CREME RICOTA MONDAI 250GR,"2,99"
1178,"7894904555659",SALAME SEARA ITALIANO FATIADO 100GR,"9,99"
1179,"7896066301273",PAO WICK BOLD MINI CHIA MACAD 200GR,"5,19"
1180,"7896066301266",PAO WICK BOLD MINI CAST.QUINO 200GR,"5,19"
1181,"7896066301259",PAO WICK BOLD MINI MULTIGRAOS 200GR,"5,19"
1182,"11822",BOLO MINATTO EMPADAO FRANGO KG,"33,9"
1183,"7896066301280",PAO WICK BOLD FORMA ZERO 500GR,"5,99"
1186,"11860",PIZZA MINATTO ASSADA KG,"28,9"
1187,"7891360621621",LAPIS COR FABER CASTELL C/12 TRI,"21,9"
1188,"7898521060244",FLOREIRA GOYAMA 50X17 PRETA,"13,9"
1189,"7898521060268","FLOREIRA GOYAMA 60,5X21 PRETA","22,9"
1190,"7896066301815",PAO WICKBOLD +CALCIO&VIT.D 400GR,"13,9"
1191,"7896066301822",PAO WICKBOLD +PROT.WHEY 400GR,"12,95"
1192,"11921",BOLO MINATTO QUINDIM KG,"49,9"
1193,"7896066302096",PAO WICK BOLD BISNAGA SCOOBY 150GR,"2,99"
1194,"7896066301808",PAO WICKBOLD +FIBRAS CRANBERR 400GR,"13,9"
1195,"11952",PAO MINATTO LEITE,"10,5"
1196,"11969",PAO MINATTO LEITE COM COBERTURA,"11,9"
1197,"11976",BISNAGA MINATTO DOCE KG,"13,9"
1198,"11983",BISNAGA MINATTO SALGADA KG,"13,9"
1199,"11990",PAO FRANCES MINATTO FOLHADO RECHEA,"20"
1201,"7891193096900",PAO SEVEN B.TIPO BRIOCHE 350GR,"8,99"
1202,"7898115900024",BOLO SUAVIPAN ZERO LARANJA 250GR,"25,9"
1204,"12041",BISC.MINATTO CASADINHO KG,"24,9"
1205,"12058",FR.ALMO.FILE DE PEITO KG,"11,95"
1206,"12065",MASSA MINATTO CREME LEITE NINHO KG,"17,9"
1208,"12089",PAO MINATTO COLOMBA CHOCOLATE KG,"27,9"
1209,"12096",PAO MINATTO COLOMBA FRUTAS KG,"28,9"
1211,"12119",PAO MINATTO BRIOCHE RECHEADO,"20,9"
1212,"12126",ROSCA AMERICANA MINATTO C/GOIABADA,"23,9"
1213,"7896066301235",PAO WICKBOLD INTEGRAL TRAD. 400GR,"13,95"
1214,"12140",BISC.MINATTO COOKIES KG,"29,9"
1217,"7898514801045",VELA ALEGRIA FESTA DINAMITE,"5,95"
1221,"12218",PADARIA MISTURA PAO FRANCES KG,"0"
1224,"7898535270004",ALFACE HIDROP.CRESPA 1UN,"2,99"
1225,"7898535270523",RUCULA HIDROPONICA 1UN,"2,99"
1226,"7898535270578",AGRIAO HIDROPONICO 1UN,"2,99"
1227,"7896066314655",PAO WICKBOLD HAMBURGUER GERG 200GR,"9,95"
1228,"7896295384566",FILE PEIXE CVALE TILAPIA 800GR,"39,9"
1229,"7898535270035",ALFACE HIDROP.ROXA 1UN,"2,99"
1230,"7898535270042",ALFACE HIDROP.MIMOSA 1UN,"2,99"
1232,"12324",PADARIA POLVILHO AZEDO KG,"0"
1233,"7899751104654",RALO INOX ORIGINAL LINE 4.1/2 0735,"9,4"
1234,"12348",MASSA MINATTO BASE P/BOLOS DIVER KG,"0"
1235,"7898535270554",TEMPERO VERDE HIDROPONICO UN,"2,49"
1237,"7898205920239",QUEIJO LACFREE COTTAGE S/LACT 200GR,"12,95"
1238,"7899751104647",RALO INOX ORIGINAL LINE 3.1/2 0734,"8,4"
1239,"12393",MASSA MINATTO P/CAVACO DOCE/BANA KG,"0"
1240,"12409",MASSA MINATTO PAO DE QUEIJO KG,"0"
1245,"12454",BISC.MINATTO GRISSINI KG,"44,9"
1246,"12461",RICOTA SULFRIOS S/LACTOSE KG,"28,9"
1247,"12478",BOLO MINATTO PAMONHA KG,"21,9"
1248,"7891193010128",PAO SEVEN B.LEVE 500GR,"5,49"
1249,"12492",MASSA MINATTO BASE BOLACHAS OVOS KG,"0"
1250,"12508",PAO MINATTO SEMI-ITALIANO KG,"29,9"
1251,"7891193010647",PAO SEVEN B.BISNAG.ORIGINAL 360GR,"7,95"
1253,"7896066303246",PAO WICK BOLD 230G SCOOBY S/CASCA,"6,49"
1254,"7896066303253",PAO WICK BOLD 230G SCOOBY INT.S/CA,"6,49"
1255,"7891193012061",PAO SEVEN B.COCO 350GR,"8,49"
1256,"7896066301785",PAO WICK BOLD FORMA INT.ZERO 550GR,"7,95"
1257,"7896073900513",PAO SIRIO PITA BREAD 320G INT.C/6,"7,59"
1261,"12614",BISC.MINATTO JOELHO SALGADO KG,"18,9"
1262,"12621",MASSA MINATTO BASE P/NEGA/PR/AMA KG,"0"
1263,"12638",CREME MINATTO 4LEITES P/B.XADREZ KG,"0"
1264,"12645",MASSA MINATTO BASE PAO DE LO KG,"0"
1265,"12652",BOLO MINATTO PAO DE LO CHOCO KG,"14,9"
1266,"12669",PAO MINATTO CIABATA KG,"17,9"
1267,"12676",MASSA MINATTO BASE PANETTONE KG,"0"
1268,"12683",MASSA MINATTO BASE BRIGADEIRO KG,"0"
1269,"12690",FOLHADO SALGADO PALMITO KG,"24,9"
1270,"12706",MASSA MINATTO BASE RECHEIO PREST KG,"0"
1271,"12713",BOLO MINATTO LIMAO KG,"29,9"
1272,"12720",CAVACO MINATTO AMARRA MARIDO KG,"22,9"
1274,"7896073900810",PAO SIRIO MINI PITA BREAD 300G INT,"7,59"
1275,"7896073901015",PAO SIRIO PITA BREAD 320G TRAD.C/6,"7,59"
1276,"7891515471583",SALAME PERDIGAO DEFUMADO KG,"69,9"
1277,"12775",SALGADO ASSADO CALABRESA/QUEIJO 1UN,"4,5"
1278,"12782",SALGADO ASSADO INT.BROCOLIS 1UN,"4,5"
1279,"12799",SALGADO ASSADO PRESUNTO/QUEIJO 1UN,"4,5"
1280,"12805",SALGADO ASSADO PALMITO 1UN,"4,5"
1281,"12812",SALGADO ASSADO CARNE/REQUEIJAO 1UN,"4,5"
1282,"12829",SALGADO ASSADO CHOCOLATE 1UN,"4,5"
1283,"7896002365420",PAO RAP10 INTEGRAL 330GR,"8,99"
1284,"7896002363792",PAO RAP10 TRADICIONAL 330GR,"8,99"
1285,"12850",PAO MINATTO ALEMAO KG,"28,9"
1286,"12867",MASSA MINATTO BASE P/PAO AIPIM KG,"0"
1287,"7896294900026",CREME RICOTA TIROL 150GR,"4,95"
1288,"12881",PAO MINATTO AMIGO KG,"29,9"
1290,"12904",BISNAGA MINATTO INTEGRAL KG,"14,9"
1291,"7896002364546",PAO RAP10 FIT 330GR,"7,98"
1292,"12928",SALGADO ASSADO AMERICANO 1UN,"5,5"
1294,"12942",SALGADO FRITO PASTEL CARNE OVOS 1UN,"3"
1295,"1000000013535",SALGADO FRITO SALSICHA 1UN,"3"
1296,"12966",SALGADO FRITO RISOLES FRANGO 1UN,"2"
1297,"12973",SALGADO FRITO RISOLES PRES/QUE 1UN,"2"
1298,"12980",PAD.EMB.CRISTAL S-90 500ML,"0"
1299,"12997",PADARIA OVO UN,"0"
1300,"1000000018639",SALGADO FRITO BOLINHO 1UN,"3,5"
1301,"13017",C.SUI.PERNIL S/OSSO FRIGONEVES KG,"20,95"
1302,"13024",QUEIJO WAGNER PRATO (PADARIA) KG,"0"
1303,"13031",QUEIJO WAGNER MUSS.FRA (PADARIA) KG,"0"
1304,"13048",PAD.MASSA PAO BAGUETE CONG.KG,"0,01"
1305,"13055",GALINHA INTEIRA KG,"7,95"
1307,"7898963276241",PEIXE REI NOBILE EVISCERADO 1KG,"20,9"
1308,"13086",PAD.EMB.CRISTAL S-96 350ML REDONDA,"1"
1311,"13116",PADARIA COCO CONGELADO KG,"0"
1312,"7896066301242",PAO WICKBOLD FREEKEH/NOZ PECA 400GR,"10,95"
1313,"13130",QUEIJO LACFREE KG MINAS S/LACTO,"53,9"
1314,"13147",FITA EMFESTA 15MMX50M,"5,5"
1315,"7898203440647",FITA NIZUKI 16MMX50M AZUL,"7,9"
1316,"7898203440043",FITA NIZUKI 16MMX50M BCA,"7,9"
1317,"7898203440708",FITA NIZUKI 16MMX50M DOURADO,"7,9"
1318,"7898203440692",FITA NIZUKI 16MMX50M PRATA,"7,9"
1319,"7898203440616",FITA NIZUKI 16MMX50M VERDE,"7,9"
1320,"7898203440821",FITA NIZUKI 16MMX50M VERMELHO,"7,9"
1321,"7898203440340",FITA NIZUKI 21MMX50M AZUL,"9,9"
1322,"7898203440401",FITA NIZUKI 21MMX50M DOURADA,"9,9"
1323,"7898203440395",FITA NIZUKI 21MMX50M PRATA,"9,9"
1324,"7898203440319",FITA NIZUKI 21MMX50M VERDE,"9,9"
1325,"7898203440524",FITA NIZUKI 21MMX50M VERMELHO,"9,9"
1326,"13260",SALGADO ASSADO CARNE SUINA 1UN,"5,5"
1327,"13277",PAO MINATTO PANETTONE CHOCO.COB KG,"35,9"
1328,"7891634009421",PAPEL KRAFT FILIPAPER A4 C/50,"22,9"
1330,"13307",QUEIJO BLOEMER MUSSARELA FATIADO KG,"34,9"
1331,"13314",PITAYA KG,"7,95"
1332,"7896295383293",TIRAS FILE TILAPIA CVALE 500GR,"19,9"
1333,"7897173001278",BOLO CASASUICA 250G INT.S/ACUC.CAS,"15,5"
1334,"13345",BOLO MINATTO OURO E PRATA KG,"23,9"
1337,"7896066304595",PAO WICKBOLD G.SABOR 18GRAOS 500GR,"13,95"
1338,"7891193012054",PAO SEVEN B.MILHO FAT 500GR,"9,95"
1339,"13390",QUEIJO QUATA GORGONZOLA KG,"79,9"
1341,"13413",PADARIA REFORCADOR KG,"0"
1343,"13437",PADARIA CAMARAO KG,"0"
1344,"13444",PAPEL PRESENTE COCHE USO,"0"
1345,"7896066304571",PAO WICKBOLD G.SABOR FRUTAS 500GR,"13,95"
1346,"13468",SALGADO ASSADO INT.FRANGO 1UN,"4,5"
1352,"7898449580923",SALGADO ASSADO INT.4 QUEIJOS 1UN,"5"
1354,"13543",BROTO ALFAFA UNIDADE,"6,95"
1355,"13550",MORANGA CORTADA KG,"2,99"
1356,"7896283006142",PAO JASMINE S/GLUTEN TRAD. 350GR,"22,9"
1357,"7896283006043",PAO JASMINE S/GLUTEN MULTIGRA 350GR,"22,9"
1358,"7896283006241",PAO JASMINE S/GLUTEN FRUTAS 350GR,"22,9"
1360,"13604",SANDUICHE MINATTO FRANGO DUPLO KG,"29,6"
1362,"7897173098964",BOLINHO T.MONICA 40G BAUNILHA,"1,99"
1363,"7897173098957",BOLINHO T.MONICA CHOCOLATE 40GR,"1,99"
1364,"13642",QUEIJO QUATA PROVOLONE KG,"69,9"
1365,"13659",ROSCA AMERICANA MINATTO PRESUNTO KG,"22,9"
1366,"13666",PAO MINATTO DOCE CREME KG,"11,9"
1367,"13673",PAO MINATTO DOCE COCO,"11,9"
1370,"13703",MINICHURROS MINATTO KG,"26,9"
1371,"13710",CUCA ALEMA MINATTO MACA NOZES KG,"25,9"
1372,"13727",PAO MINATTO HAMBURGUER KG,"13,9"
1373,"13734",PAO BAGUETE MINATTO CALABRESA KG,"28,9"
1374,"13741",STRUDEL MINATTO SALGADO KG,"27,9"
1378,"13789",QUEIJO GRANMESTRI PROVOLONE KG,"74,9"
1381,"13819",HAMBURGUER MINATTO KG,"37,9"
1385,"13857",ROCAMBOLE MINATTO MORANGO KG,"28,9"
1386,"13864",TORTA MINATTO BOLACHA KG,"26,9"
1387,"13871",TORTA MINATTO CHEESECAKE MORANGO KG,"33,9"
1389,"13895",BOLO MINATTO AIPIM C/GOIABADA KG,"22,9"
1394,"13949",QUEIJO OLIVO FATIADO KG,"39,9"
1395,"13956",MASSA FOLHADA CONG. 2.5KG,"0"
1399,"13994",BOLO MINATTO DELICIA AMENDOIN KG,"17,9"
1400,"7891193096696",PAO SEVEN B.BISNAGA CEREAIS 300GR,"9,9"
1401,"14014",SONHO RECHEADO MINATTO CREME,"23,9"
1404,"14045",TORTA MINATTO MARACUJA KG,"28,9"
1405,"7896066303192",WRAP WICKBOLD INTEGRAL C/10 270GR,"10,9"
1406,"14069",C.SUI.BISTECA CONG.SEARA KG,"9,85"
1409,"14090",MELANCIA PINGO DOCE,"3,59"
1410,"14106",SALGADINHO ASSADO FRANGO COQ.,"29,9"
1411,"14113",BISC.MINATTO SALGADO QUEIJO KG,"27,9"
1412,"14120",MASSA MINATTO MOUSSE MARACUJA KG,"0"
1413,"14137",MASSA MINATTO MOUSSE SENSACAO KG,"0"
1414,"14144",MASSA MINATTO MOUSSE LIMAO KG,"0"
1415,"14151",COPO LIXO MINATTO SENSACAO KG,"36,9"
1416,"14168",COPO LIXO MINATTO LIMAO KG,"36,9"
1417,"14175",QUEIJO OLIVO COLONIAL KG,"36,9"
1418,"14182",QUEIJO OLIVO SERRANO KG,"48,9"
1419,"14199",QUEIJO OLIVO SERRANO TEMP.KG,"61,9"
